"PLZ","Abholdatum"
8008,"2018-03-19"
8008,"2018-03-26"
8008,"2018-04-04"
8008,"2018-04-09"
8008,"2018-04-16"
8008,"2018-04-23"
8008,"2018-04-30"
8008,"2018-05-07"
8008,"2018-05-14"
8008,"2018-05-19"
8008,"2018-05-28"
8008,"2018-06-04"
8008,"2018-06-11"
8008,"2018-06-18"
8008,"2018-06-25"
8008,"2018-07-02"
8008,"2018-07-09"
8008,"2018-07-16"
8008,"2018-07-23"
8008,"2018-07-30"
8008,"2018-08-06"
8008,"2018-08-13"
8008,"2018-08-20"
8008,"2018-08-27"
8008,"2018-09-03"
8008,"2018-09-10"
8008,"2018-09-17"
8008,"2018-09-24"
8008,"2018-10-01"
8008,"2018-10-08"
8008,"2018-10-15"
8008,"2018-10-22"
8008,"2018-10-29"
8008,"2018-11-05"
8008,"2018-11-12"
8008,"2018-11-19"
8008,"2018-11-26"
8008,"2018-12-03"
8008,"2018-12-10"
8008,"2018-12-17"
8008,"2018-12-31"
8032,"2018-01-15"
8032,"2018-01-29"
8032,"2018-02-12"
8032,"2018-02-26"
8032,"2018-03-12"
8032,"2018-03-19"
8032,"2018-03-26"
8032,"2018-03-31"
8032,"2018-04-09"
8032,"2018-04-16"
8032,"2018-04-23"
8032,"2018-04-30"
8032,"2018-05-07"
8032,"2018-05-14"
8032,"2018-05-19"
8032,"2018-05-28"
8032,"2018-06-04"
8032,"2018-06-11"
8032,"2018-06-18"
8032,"2018-06-25"
8032,"2018-07-02"
8032,"2018-07-09"
8032,"2018-07-16"
8032,"2018-07-23"
8032,"2018-07-30"
8032,"2018-08-06"
8032,"2018-08-13"
8032,"2018-08-20"
8032,"2018-08-27"
8032,"2018-09-03"
8032,"2018-09-10"
8032,"2018-09-17"
8032,"2018-09-24"
8032,"2018-10-01"
8032,"2018-10-08"
8032,"2018-10-15"
8032,"2018-10-22"
8032,"2018-10-29"
8032,"2018-11-05"
8032,"2018-11-12"
8032,"2018-11-19"
8032,"2018-11-26"
8032,"2018-12-03"
8032,"2018-12-10"
8032,"2018-12-17"
8032,"2018-12-31"
8037,"2018-01-16"
8037,"2018-01-30"
8037,"2018-02-13"
8037,"2018-02-27"
8037,"2018-03-13"
8037,"2018-03-20"
8037,"2018-03-27"
8037,"2018-04-03"
8037,"2018-04-10"
8037,"2018-04-17"
8037,"2018-04-24"
8037,"2018-04-28"
8037,"2018-05-08"
8037,"2018-05-15"
8037,"2018-05-22"
8037,"2018-05-29"
8037,"2018-06-05"
8037,"2018-06-12"
8037,"2018-06-19"
8037,"2018-06-26"
8037,"2018-07-03"
8037,"2018-07-10"
8037,"2018-07-17"
8037,"2018-07-24"
8037,"2018-07-31"
8037,"2018-08-07"
8037,"2018-08-14"
8037,"2018-08-21"
8037,"2018-08-28"
8037,"2018-09-04"
8037,"2018-09-11"
8037,"2018-09-18"
8037,"2018-09-25"
8037,"2018-10-02"
8037,"2018-10-09"
8037,"2018-10-16"
8037,"2018-10-23"
8037,"2018-10-30"
8037,"2018-11-06"
8037,"2018-11-13"
8037,"2018-11-20"
8037,"2018-11-27"
8037,"2018-12-04"
8037,"2018-12-11"
8037,"2018-12-18"
8037,"2018-12-27"
8038,"2018-01-03"
8038,"2018-01-17"
8038,"2018-01-31"
8038,"2018-02-14"
8038,"2018-02-28"
8038,"2018-03-14"
8038,"2018-03-21"
8038,"2018-03-28"
8038,"2018-04-04"
8038,"2018-04-11"
8038,"2018-04-18"
8038,"2018-04-25"
8038,"2018-05-02"
8038,"2018-05-09"
8038,"2018-05-16"
8038,"2018-05-23"
8038,"2018-05-30"
8038,"2018-06-06"
8038,"2018-06-13"
8038,"2018-06-20"
8038,"2018-06-27"
8038,"2018-07-04"
8038,"2018-07-11"
8038,"2018-07-18"
8038,"2018-07-25"
8038,"2018-08-04"
8038,"2018-08-08"
8038,"2018-08-15"
8038,"2018-08-22"
8038,"2018-08-29"
8038,"2018-09-05"
8038,"2018-09-12"
8038,"2018-09-19"
8038,"2018-09-26"
8038,"2018-10-03"
8038,"2018-10-10"
8038,"2018-10-17"
8038,"2018-10-24"
8038,"2018-10-31"
8038,"2018-11-07"
8038,"2018-11-14"
8038,"2018-11-21"
8038,"2018-11-28"
8038,"2018-12-05"
8038,"2018-12-12"
8038,"2018-12-19"
8038,"2018-12-28"
8041,"2018-01-03"
8041,"2018-01-17"
8041,"2018-01-31"
8041,"2018-02-14"
8041,"2018-02-28"
8041,"2018-03-14"
8041,"2018-03-21"
8041,"2018-03-28"
8041,"2018-04-04"
8041,"2018-04-11"
8041,"2018-04-18"
8041,"2018-04-25"
8041,"2018-05-02"
8041,"2018-05-09"
8041,"2018-05-16"
8041,"2018-05-23"
8041,"2018-05-30"
8041,"2018-06-06"
8041,"2018-06-13"
8041,"2018-06-20"
8041,"2018-06-27"
8041,"2018-07-04"
8041,"2018-07-11"
8041,"2018-07-18"
8041,"2018-07-25"
8041,"2018-08-04"
8041,"2018-08-08"
8041,"2018-08-15"
8041,"2018-08-22"
8041,"2018-08-29"
8041,"2018-09-05"
8041,"2018-09-12"
8041,"2018-09-19"
8041,"2018-09-26"
8041,"2018-10-03"
8041,"2018-10-10"
8041,"2018-10-17"
8041,"2018-10-24"
8041,"2018-10-31"
8041,"2018-11-07"
8041,"2018-11-14"
8041,"2018-11-21"
8041,"2018-11-28"
8041,"2018-12-05"
8041,"2018-12-12"
8041,"2018-12-19"
8041,"2018-12-28"
8044,"2018-01-16"
8044,"2018-01-30"
8044,"2018-02-13"
8044,"2018-02-27"
8044,"2018-03-13"
8044,"2018-03-20"
8044,"2018-03-27"
8044,"2018-04-03"
8044,"2018-04-10"
8044,"2018-04-17"
8044,"2018-04-24"
8044,"2018-04-28"
8044,"2018-05-08"
8044,"2018-05-15"
8044,"2018-05-22"
8044,"2018-05-29"
8044,"2018-06-05"
8044,"2018-06-12"
8044,"2018-06-19"
8044,"2018-06-26"
8044,"2018-07-03"
8044,"2018-07-10"
8044,"2018-07-17"
8044,"2018-07-24"
8044,"2018-07-31"
8044,"2018-08-07"
8044,"2018-08-14"
8044,"2018-08-21"
8044,"2018-08-28"
8044,"2018-09-04"
8044,"2018-09-11"
8044,"2018-09-18"
8044,"2018-09-25"
8044,"2018-10-02"
8044,"2018-10-09"
8044,"2018-10-16"
8044,"2018-10-23"
8044,"2018-10-30"
8044,"2018-11-06"
8044,"2018-11-13"
8044,"2018-11-20"
8044,"2018-11-27"
8044,"2018-12-04"
8044,"2018-12-11"
8044,"2018-12-18"
8044,"2018-12-27"
8045,"2018-01-03"
8045,"2018-01-17"
8045,"2018-01-31"
8045,"2018-02-14"
8045,"2018-02-28"
8045,"2018-03-14"
8045,"2018-03-21"
8045,"2018-03-28"
8045,"2018-04-04"
8045,"2018-04-11"
8045,"2018-04-18"
8045,"2018-04-25"
8045,"2018-05-02"
8045,"2018-05-09"
8045,"2018-05-16"
8045,"2018-05-23"
8045,"2018-05-30"
8045,"2018-06-06"
8045,"2018-06-13"
8045,"2018-06-20"
8045,"2018-06-27"
8045,"2018-07-04"
8045,"2018-07-11"
8045,"2018-07-18"
8045,"2018-07-25"
8045,"2018-08-04"
8045,"2018-08-08"
8045,"2018-08-15"
8045,"2018-08-22"
8045,"2018-08-29"
8045,"2018-09-05"
8045,"2018-09-12"
8045,"2018-09-19"
8045,"2018-09-26"
8045,"2018-10-03"
8045,"2018-10-10"
8045,"2018-10-17"
8045,"2018-10-24"
8045,"2018-10-31"
8045,"2018-11-07"
8045,"2018-11-14"
8045,"2018-11-21"
8045,"2018-11-28"
8045,"2018-12-05"
8045,"2018-12-12"
8045,"2018-12-19"
8045,"2018-12-28"
8046,"2018-01-05"
8046,"2018-01-19"
8046,"2018-02-02"
8046,"2018-02-16"
8046,"2018-03-02"
8046,"2018-03-16"
8046,"2018-03-23"
8046,"2018-03-29"
8046,"2018-04-06"
8046,"2018-04-13"
8046,"2018-04-20"
8046,"2018-04-27"
8046,"2018-05-04"
8046,"2018-05-11"
8046,"2018-05-18"
8046,"2018-05-25"
8046,"2018-06-01"
8046,"2018-06-08"
8046,"2018-06-15"
8046,"2018-06-22"
8046,"2018-06-29"
8046,"2018-07-06"
8046,"2018-07-13"
8046,"2018-07-20"
8046,"2018-07-27"
8046,"2018-08-03"
8046,"2018-08-10"
8046,"2018-08-17"
8046,"2018-08-24"
8046,"2018-08-31"
8046,"2018-09-07"
8046,"2018-09-14"
8046,"2018-09-21"
8046,"2018-09-28"
8046,"2018-10-05"
8046,"2018-10-12"
8046,"2018-10-19"
8046,"2018-10-26"
8046,"2018-11-02"
8046,"2018-11-09"
8046,"2018-11-16"
8046,"2018-11-23"
8046,"2018-11-30"
8046,"2018-12-07"
8046,"2018-12-14"
8046,"2018-12-21"
8047,"2018-01-04"
8047,"2018-01-18"
8047,"2018-02-01"
8047,"2018-02-15"
8047,"2018-03-01"
8047,"2018-03-15"
8047,"2018-03-22"
8047,"2018-03-29"
8047,"2018-04-05"
8047,"2018-04-12"
8047,"2018-04-19"
8047,"2018-04-26"
8047,"2018-05-03"
8047,"2018-05-12"
8047,"2018-05-17"
8047,"2018-05-24"
8047,"2018-05-31"
8047,"2018-06-07"
8047,"2018-06-14"
8047,"2018-06-21"
8047,"2018-06-28"
8047,"2018-07-05"
8047,"2018-07-12"
8047,"2018-07-19"
8047,"2018-07-26"
8047,"2018-08-02"
8047,"2018-08-09"
8047,"2018-08-16"
8047,"2018-08-23"
8047,"2018-08-30"
8047,"2018-09-06"
8047,"2018-09-13"
8047,"2018-09-20"
8047,"2018-09-27"
8047,"2018-10-04"
8047,"2018-10-11"
8047,"2018-10-18"
8047,"2018-10-25"
8047,"2018-11-01"
8047,"2018-11-08"
8047,"2018-11-15"
8047,"2018-11-22"
8047,"2018-11-29"
8047,"2018-12-06"
8047,"2018-12-13"
8047,"2018-12-20"
8048,"2018-01-04"
8048,"2018-01-18"
8048,"2018-02-01"
8048,"2018-02-15"
8048,"2018-03-01"
8048,"2018-03-15"
8048,"2018-03-22"
8048,"2018-03-29"
8048,"2018-04-05"
8048,"2018-04-12"
8048,"2018-04-19"
8048,"2018-04-26"
8048,"2018-05-03"
8048,"2018-05-12"
8048,"2018-05-17"
8048,"2018-05-24"
8048,"2018-05-31"
8048,"2018-06-07"
8048,"2018-06-14"
8048,"2018-06-21"
8048,"2018-06-28"
8048,"2018-07-05"
8048,"2018-07-12"
8048,"2018-07-19"
8048,"2018-07-26"
8048,"2018-08-02"
8048,"2018-08-09"
8048,"2018-08-16"
8048,"2018-08-23"
8048,"2018-08-30"
8048,"2018-09-06"
8048,"2018-09-13"
8048,"2018-09-20"
8048,"2018-09-27"
8048,"2018-10-04"
8048,"2018-10-11"
8048,"2018-10-18"
8048,"2018-10-25"
8048,"2018-11-01"
8048,"2018-11-08"
8048,"2018-11-15"
8048,"2018-11-22"
8048,"2018-11-29"
8048,"2018-12-06"
8048,"2018-12-13"
8048,"2018-12-20"
8049,"2018-01-04"
8049,"2018-01-18"
8049,"2018-02-01"
8049,"2018-02-15"
8049,"2018-03-01"
8049,"2018-03-15"
8049,"2018-03-22"
8049,"2018-03-29"
8049,"2018-04-05"
8049,"2018-04-12"
8049,"2018-04-19"
8049,"2018-04-26"
8049,"2018-05-03"
8049,"2018-05-12"
8049,"2018-05-17"
8049,"2018-05-24"
8049,"2018-05-31"
8049,"2018-06-07"
8049,"2018-06-14"
8049,"2018-06-21"
8049,"2018-06-28"
8049,"2018-07-05"
8049,"2018-07-12"
8049,"2018-07-19"
8049,"2018-07-26"
8049,"2018-08-02"
8049,"2018-08-09"
8049,"2018-08-16"
8049,"2018-08-23"
8049,"2018-08-30"
8049,"2018-09-06"
8049,"2018-09-13"
8049,"2018-09-20"
8049,"2018-09-27"
8049,"2018-10-04"
8049,"2018-10-11"
8049,"2018-10-18"
8049,"2018-10-25"
8049,"2018-11-01"
8049,"2018-11-08"
8049,"2018-11-15"
8049,"2018-11-22"
8049,"2018-11-29"
8049,"2018-12-06"
8049,"2018-12-13"
8049,"2018-12-20"
8050,"2018-01-05"
8050,"2018-01-19"
8050,"2018-02-02"
8050,"2018-02-16"
8050,"2018-03-02"
8050,"2018-03-16"
8050,"2018-03-23"
8050,"2018-03-31"
8050,"2018-04-06"
8050,"2018-04-13"
8050,"2018-04-20"
8050,"2018-04-27"
8050,"2018-05-04"
8050,"2018-05-11"
8050,"2018-05-18"
8050,"2018-05-25"
8050,"2018-06-01"
8050,"2018-06-08"
8050,"2018-06-15"
8050,"2018-06-22"
8050,"2018-06-29"
8050,"2018-07-06"
8050,"2018-07-13"
8050,"2018-07-20"
8050,"2018-07-27"
8050,"2018-08-03"
8050,"2018-08-10"
8050,"2018-08-17"
8050,"2018-08-24"
8050,"2018-08-31"
8050,"2018-09-07"
8050,"2018-09-14"
8050,"2018-09-21"
8050,"2018-09-28"
8050,"2018-10-05"
8050,"2018-10-12"
8050,"2018-10-19"
8050,"2018-10-26"
8050,"2018-11-02"
8050,"2018-11-09"
8050,"2018-11-16"
8050,"2018-11-23"
8050,"2018-11-30"
8050,"2018-12-07"
8050,"2018-12-14"
8050,"2018-12-21"
8051,"2018-01-05"
8051,"2018-01-19"
8051,"2018-02-02"
8051,"2018-02-16"
8051,"2018-03-02"
8051,"2018-03-16"
8051,"2018-03-23"
8051,"2018-03-31"
8051,"2018-04-06"
8051,"2018-04-13"
8051,"2018-04-20"
8051,"2018-04-27"
8051,"2018-05-04"
8051,"2018-05-11"
8051,"2018-05-18"
8051,"2018-05-25"
8051,"2018-06-01"
8051,"2018-06-08"
8051,"2018-06-15"
8051,"2018-06-22"
8051,"2018-06-29"
8051,"2018-07-06"
8051,"2018-07-13"
8051,"2018-07-20"
8051,"2018-07-27"
8051,"2018-08-03"
8051,"2018-08-10"
8051,"2018-08-17"
8051,"2018-08-24"
8051,"2018-08-31"
8051,"2018-09-07"
8051,"2018-09-14"
8051,"2018-09-21"
8051,"2018-09-28"
8051,"2018-10-05"
8051,"2018-10-12"
8051,"2018-10-19"
8051,"2018-10-26"
8051,"2018-11-02"
8051,"2018-11-09"
8051,"2018-11-16"
8051,"2018-11-23"
8051,"2018-11-30"
8051,"2018-12-07"
8051,"2018-12-14"
8051,"2018-12-21"
8052,"2018-01-05"
8052,"2018-01-19"
8052,"2018-02-02"
8052,"2018-02-16"
8052,"2018-03-02"
8052,"2018-03-16"
8052,"2018-03-23"
8052,"2018-03-31"
8052,"2018-04-06"
8052,"2018-04-13"
8052,"2018-04-20"
8052,"2018-04-27"
8052,"2018-05-04"
8052,"2018-05-11"
8052,"2018-05-18"
8052,"2018-05-25"
8052,"2018-06-01"
8052,"2018-06-08"
8052,"2018-06-15"
8052,"2018-06-22"
8052,"2018-06-29"
8052,"2018-07-06"
8052,"2018-07-13"
8052,"2018-07-20"
8052,"2018-07-27"
8052,"2018-08-03"
8052,"2018-08-10"
8052,"2018-08-17"
8052,"2018-08-24"
8052,"2018-08-31"
8052,"2018-09-07"
8052,"2018-09-14"
8052,"2018-09-21"
8052,"2018-09-28"
8052,"2018-10-05"
8052,"2018-10-12"
8052,"2018-10-19"
8052,"2018-10-26"
8052,"2018-11-02"
8052,"2018-11-09"
8052,"2018-11-16"
8052,"2018-11-23"
8052,"2018-11-30"
8052,"2018-12-07"
8052,"2018-12-14"
8052,"2018-12-21"
8053,"2018-01-15"
8053,"2018-01-29"
8053,"2018-02-12"
8053,"2018-02-26"
8053,"2018-03-12"
8053,"2018-03-19"
8053,"2018-03-26"
8053,"2018-04-05"
8053,"2018-04-09"
8053,"2018-04-16"
8053,"2018-04-23"
8053,"2018-04-30"
8053,"2018-05-07"
8053,"2018-05-14"
8053,"2018-05-19"
8053,"2018-05-28"
8053,"2018-06-04"
8053,"2018-06-11"
8053,"2018-06-18"
8053,"2018-06-25"
8053,"2018-07-02"
8053,"2018-07-09"
8053,"2018-07-16"
8053,"2018-07-23"
8053,"2018-07-30"
8053,"2018-08-06"
8053,"2018-08-13"
8053,"2018-08-20"
8053,"2018-08-27"
8053,"2018-09-03"
8053,"2018-09-10"
8053,"2018-09-17"
8053,"2018-09-24"
8053,"2018-10-01"
8053,"2018-10-08"
8053,"2018-10-15"
8053,"2018-10-22"
8053,"2018-10-29"
8053,"2018-11-05"
8053,"2018-11-12"
8053,"2018-11-19"
8053,"2018-11-26"
8053,"2018-12-03"
8053,"2018-12-10"
8053,"2018-12-17"
8053,"2018-12-31"
8055,"2018-01-03"
8055,"2018-01-17"
8055,"2018-01-31"
8055,"2018-02-14"
8055,"2018-02-28"
8055,"2018-03-14"
8055,"2018-03-21"
8055,"2018-03-28"
8055,"2018-04-04"
8055,"2018-04-11"
8055,"2018-04-18"
8055,"2018-04-25"
8055,"2018-05-02"
8055,"2018-05-09"
8055,"2018-05-16"
8055,"2018-05-23"
8055,"2018-05-30"
8055,"2018-06-06"
8055,"2018-06-13"
8055,"2018-06-20"
8055,"2018-06-27"
8055,"2018-07-04"
8055,"2018-07-11"
8055,"2018-07-18"
8055,"2018-07-25"
8055,"2018-08-04"
8055,"2018-08-08"
8055,"2018-08-15"
8055,"2018-08-22"
8055,"2018-08-29"
8055,"2018-09-05"
8055,"2018-09-12"
8055,"2018-09-19"
8055,"2018-09-26"
8055,"2018-10-03"
8055,"2018-10-10"
8055,"2018-10-17"
8055,"2018-10-24"
8055,"2018-10-31"
8055,"2018-11-07"
8055,"2018-11-14"
8055,"2018-11-21"
8055,"2018-11-28"
8055,"2018-12-05"
8055,"2018-12-12"
8055,"2018-12-19"
8055,"2018-12-28"
8057,"2018-01-16"
8057,"2018-01-30"
8057,"2018-02-13"
8057,"2018-02-27"
8057,"2018-03-13"
8057,"2018-03-20"
8057,"2018-03-27"
8057,"2018-04-03"
8057,"2018-04-10"
8057,"2018-04-17"
8057,"2018-04-24"
8057,"2018-04-28"
8057,"2018-05-08"
8057,"2018-05-15"
8057,"2018-05-22"
8057,"2018-05-29"
8057,"2018-06-05"
8057,"2018-06-12"
8057,"2018-06-19"
8057,"2018-06-26"
8057,"2018-07-03"
8057,"2018-07-10"
8057,"2018-07-17"
8057,"2018-07-24"
8057,"2018-07-31"
8057,"2018-08-07"
8057,"2018-08-14"
8057,"2018-08-21"
8057,"2018-08-28"
8057,"2018-09-04"
8057,"2018-09-11"
8057,"2018-09-18"
8057,"2018-09-25"
8057,"2018-10-02"
8057,"2018-10-09"
8057,"2018-10-16"
8057,"2018-10-23"
8057,"2018-10-30"
8057,"2018-11-06"
8057,"2018-11-13"
8057,"2018-11-20"
8057,"2018-11-27"
8057,"2018-12-04"
8057,"2018-12-11"
8057,"2018-12-18"
8057,"2018-12-27"
8064,"2018-01-04"
8064,"2018-01-18"
8064,"2018-02-01"
8064,"2018-02-15"
8064,"2018-03-01"
8064,"2018-03-15"
8064,"2018-03-22"
8064,"2018-03-29"
8064,"2018-04-05"
8064,"2018-04-12"
8064,"2018-04-19"
8064,"2018-04-26"
8064,"2018-05-03"
8064,"2018-05-12"
8064,"2018-05-17"
8064,"2018-05-24"
8064,"2018-05-31"
8064,"2018-06-07"
8064,"2018-06-14"
8064,"2018-06-21"
8064,"2018-06-28"
8064,"2018-07-05"
8064,"2018-07-12"
8064,"2018-07-19"
8064,"2018-07-26"
8064,"2018-08-02"
8064,"2018-08-09"
8064,"2018-08-16"
8064,"2018-08-23"
8064,"2018-08-30"
8064,"2018-09-06"
8064,"2018-09-13"
8064,"2018-09-20"
8064,"2018-09-27"
8064,"2018-10-04"
8064,"2018-10-11"
8064,"2018-10-18"
8064,"2018-10-25"
8064,"2018-11-01"
8064,"2018-11-08"
8064,"2018-11-15"
8064,"2018-11-22"
8064,"2018-11-29"
8064,"2018-12-06"
8064,"2018-12-13"
8064,"2018-12-20"

